SrNo,District_Name,Taluka_Name,Taluka_Latitude,Taluka_Longitude,Month,Year,Soil_Type,Soil_pH,Soil_EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Soil_Moisture,Soil_Depth_Class,Avg_Temperature,Min_Temperature,Max_Temperature,Rainfall_mm,Humidity_percent,Wind_Speed_kmph,Solar_Radiation,Evapotranspiration,Cloud_Cover_percent,Crop_Recommended,Crop_Suitability,Crop_Yield_Quintal_per_Hectare
113,DANGS,Subir,20.7587262,73.68735329999998,6,2014,Silty,7.35,0.34,0.39,206.5,45.3,405.6,40.6,Shallow,32.3,26.4,36.5,444.7,86.6,80.0,78.5,1.44,100.0,Castor,No,10.95039820186018
114,SABARKANTHA,Poshina,24.3731337,73.0324745,1,2015,Sandy Loam,7.33,3.37,0.36,199.6,28.5,241.5,30.5,Deep,12.9,8.1,19.8,6.7,33.0,33.1,694.0,6.44,23.6,Wheat,Yes,32.43
115,BHAVNAGAR,Ghogha,21.6874043,72.2761717,8,2021,Silty,6.22,1.11,0.2,383.6,41.7,105.7,16.8,Deep,32.4,27.3,36.3,274.1,76.7,29.5,1002.5,3.49,75.1,Jowar,No,10.283168798801086
116,BOTAD,Ranpur,22.3598858,71.7169084,11,2023,Black Cotton,7.32,3.8,0.86,476.1,14.2,187.7,10.3,Shallow,24.3,17.3,29.4,7.4,35.9,37.2,1114.8,2.3,31.7,Wheat,Yes,25.66
117,SURAT,Palsana,21.0859408,72.978046,10,2023,Black Cotton,8.0,0.49,0.35,296.3,37.0,677.1,6.3,Shallow,24.7,20.2,28.4,37.0,41.4,22.6,810.0,2.0,30.3,Wheat,Yes,32.32
118,SABARKANTHA,Vijaynagar,23.9531558,73.2815255,1,2017,Silty,7.02,1.11,0.73,188.8,48.7,252.1,38.2,Deep,26.2,19.6,31.9,9.6,37.4,31.2,819.9,2.4,35.6,Bajra,Yes,11.26
119,PANCHMAHALS,KALOL,23.2212398,72.5187447,2,2016,Silty,7.18,1.64,1.43,276.4,36.3,162.9,39.6,Shallow,14.2,10.6,19.7,13.9,47.9,23.2,846.7,2.55,9.8,Chickpea,Yes,14.56
120,AHMADABAD,Viramgam,23.1224522,72.0483946,5,2016,Black Cotton,8.16,0.41,0.15,53.3,52.0,556.9,11.2,Shallow,37.8,31.1,39.9,15.2,46.9,5.7,1108.3,5.16,47.1,Bajra,No,14.115497151449842
121,ANAND,Anand,22.5586555,72.9627227,7,2020,Silty,6.97,0.91,0.61,274.7,39.3,429.9,2.3,Deep,31.4,25.3,34.8,582.7,95.0,17.4,221.3,0.72,100.0,Maize,Yes,25.87
122,VADODARA,Sinor,21.9111503,73.3384024,10,2014,Silty,7.37,2.74,1.33,338.0,59.9,218.6,20.0,Medium,27.7,21.4,31.4,62.4,50.0,28.0,670.8,6.39,40.8,Bajra,No,10.75591356085701
123,SABARKANTHA,Poshina,24.3731337,73.0324745,12,2018,Silty,6.97,0.77,1.26,187.7,9.9,280.9,34.0,Medium,24.2,21.5,28.5,6.5,31.7,27.8,798.0,5.07,37.0,Jowar,Yes,16.04
124,KACHCHH,Anjar,23.1194278,70.0363797,3,2016,Loam,6.6,3.95,1.62,493.7,12.9,610.6,9.8,Shallow,36.4,32.8,38.4,12.4,46.5,10.9,970.1,4.39,57.1,Bajra,No,13.29774773884873
125,TAPI,Vyara,21.1176744,73.3857702,9,2014,Clay,7.84,3.8,1.62,385.7,34.2,61.6,2.2,Deep,31.7,26.2,35.6,198.6,53.2,34.5,434.0,2.46,92.0,Sesame,No,4.739937036516136
126,BANASKANTHA,Vav,24.363947,71.5123139,4,2019,Loam,7.35,3.68,0.79,137.4,45.0,135.3,33.6,Deep,28.8,23.0,32.7,14.8,46.9,27.1,806.8,2.17,15.0,Jowar,Yes,10.78
127,JUNAGADH,Bhesan,21.5527226,70.7069913,4,2016,Black Cotton,7.69,0.09,0.82,77.5,33.6,454.8,32.1,Medium,30.6,28.0,33.2,25.8,36.6,12.1,486.9,4.49,23.3,Bajra,Yes,13.503885481461973
128,SURAT,Umarpada,21.4563995,73.4757224,4,2019,Loam,6.54,0.4,0.29,299.9,32.2,667.1,35.5,Shallow,30.2,26.4,37.1,15.5,40.8,9.2,408.2,2.12,27.0,Bajra,Yes,12.2407067569732
129,CHHOTA,UDEPUR,22.3148736,74.0141067,11,2016,Black Cotton,7.43,1.46,0.84,322.2,53.3,110.4,37.0,Shallow,16.6,11.7,22.0,1.8,38.6,36.8,407.5,2.65,52.6,Mustard,Yes,10.96
130,MAHESANA,Vadnagar,23.7853622,72.6332132,3,2021,Silty,6.72,1.47,0.15,351.7,51.1,682.7,7.6,Medium,34.5,28.3,38.1,2.2,43.8,32.4,796.7,4.82,69.0,Bajra,Yes,12.88
131,BHARUCH,Anklesvar,21.76338667452416,73.00471180351391,8,2017,Silty,7.14,2.58,0.35,418.4,54.1,448.4,2.5,Shallow,29.8,25.9,35.6,515.8,88.2,80.0,473.7,2.17,100.0,Castor,No,8.44631911084482
132,MORBI,Morvi,22.87621585614973,70.91882025454545,2,2019,Silty,7.44,0.12,0.79,50.29632820947875,35.2,586.8,36.0,Deep,24.0,20.0,28.3,16.3,48.1,80.0,1043.9,3.58,58.1,Jowar,Yes,15.49
133,VALSAD,Vapi,20.3735482,72.9084376,6,2014,Silty,7.2,3.86,0.6,275.3,43.6,79.8,9.1,Shallow,31.7,29.0,34.7,475.9,94.6,13.1,795.4,0.57,100.0,Castor,No,11.546479693975977
134,BOTAD,Barwala,22.1518623,71.8957058,11,2021,Black Cotton,8.0,0.58,0.95,279.3,7.7,658.0,38.1,Medium,22.4,15.5,25.3,19.4,34.0,28.4,816.1,3.51,66.2,Wheat,Yes,30.04
135,BHARUCH,Valia,21.5711115,73.1608821,8,2018,Loam,6.09,2.43,1.61,270.8,51.4,406.1,15.5,Deep,29.7,25.6,33.2,468.4,90.3,40.0,633.4,4.45,100.0,Castor,Yes,9.63
136,AMRELI,Lathi,21.724718,71.3899959,11,2020,Black Cotton,8.36,2.16,1.59,228.5,5.7,119.2,18.4,Shallow,15.8,12.3,19.2,13.6,48.1,29.4,523.6,5.7,9.8,Wheat,No,22.79908812686364
137,JUNAGADH,Junagadh,21.5220416,70.4582458,7,2022,Loam,7.13,3.2,1.28,355.7,7.6,298.0,19.9,Deep,30.2,23.5,35.3,231.2,70.5,34.1,1000.3,4.36,93.3,Urad (Black Gram),No,6.038453034843284
138,SURAT,Palsana,21.0859408,72.978046,11,2016,Loam,6.1,0.74,0.97,207.3,28.6,411.8,7.6,Deep,10.8,3.2,13.0,13.9,43.3,32.7,837.1,6.15,27.4,Wheat,Yes,21.39
139,DAHOD,Sanjeli,23.0583328,73.9710668,2,2022,Black Cotton,6.77,2.2,0.79,194.2,53.6,481.2,16.2,Medium,21.1,13.2,27.2,3.5,30.5,29.2,671.6,6.5,45.6,Wheat,Yes,31.68
140,CHHOTA,UDEPUR,22.3148736,74.0141067,5,2020,Black Cotton,7.82,0.15,0.98,392.1,33.3,380.7,22.9,Medium,29.4,21.7,32.2,21.7,42.9,6.1,301.3,5.24,59.6,Bajra,Yes,10.510967757198738
141,KHEDA,Mahudha,22.8201982,72.9386868,11,2020,Loam,6.84,0.66,0.88,185.9,9.8,85.3,36.2,Deep,23.8,19.4,28.1,1.4,36.5,19.2,361.7,2.02,52.1,Urad (Black Gram),No,5.668791716169428
142,ARAVALLI,Meghraj,23.5219981,73.5486403,11,2018,Sandy Loam,7.44,1.16,1.68,209.3,50.2,70.0,8.7,Shallow,17.3,14.4,24.1,2.5,43.8,37.7,1004.0,5.64,29.8,Maize,Yes,30.3
143,AHMADABAD,Viramgam,23.1224522,72.0483946,9,2022,Loam,6.48,3.01,1.64,191.6,27.7,469.9,24.0,Shallow,31.1,25.7,36.5,175.8,48.7,31.7,1102.7,3.86,82.1,Sesame,No,4.9800223190422415
144,SABARKANTHA,Vijaynagar,23.9531558,73.2815255,3,2019,Silty,7.26,0.45,1.15,453.1,22.5,342.9,28.5,Medium,29.2,26.2,36.0,17.4,38.0,33.2,917.9,5.11,26.5,Bajra,Yes,11.08
145,MORBI,Halvad,23.0182418,71.1833818,9,2021,Loam,6.06,2.45,1.53,433.6,12.7,400.1,13.3,Deep,25.6,20.1,27.8,119.3,50.0,25.9,1051.3,4.16,64.2,Sesame,Yes,4.45
146,SURAT,MAHUVA,21.0180294,73.1388718,3,2018,Silty,7.1,0.41,0.72,57.44494707159468,18.1,676.6,44.2,Deep,36.2,30.2,42.9,4.0,49.8,31.4,707.3,3.77,20.0,Bajra,Yes,11.3071581289699
147,SURENDRANAGAR,Chotila,22.4243903,71.1992399,7,2019,Silty,7.03,3.53,0.17,334.8,10.7,679.5,29.2,Medium,28.1,23.9,33.4,566.9,95.0,34.5,457.4,1.05,100.0,Maize,Yes,23.04
148,AMRELI,Lathi,21.724718,71.3899959,3,2022,Silty,6.03,0.35,1.19,129.4,15.3,285.4,32.8,Shallow,35.0,30.1,40.4,16.8,43.5,27.9,632.0,3.14,16.7,Jowar,No,11.241897050289952
149,MAHISAGAR,Virpur,23.1890874,73.480854,9,2016,Silty,7.42,2.28,0.13,368.2,41.4,234.2,5.7,Medium,29.6,26.7,33.7,375.2,79.2,32.6,654.4,2.67,90.9,Rice,Yes,27.89
150,ANAND,Khambhat,22.3166806,72.6243126,4,2014,Black Cotton,8.25,2.04,0.81,100.3,10.3,359.3,28.4,Shallow,36.7,29.3,42.0,25.0,43.3,5.6,1128.3,5.26,38.0,Bajra,No,12.808292999270336
151,SURENDRANAGAR,Dhrangadhra,22.9914292,71.4663753,6,2020,Black Cotton,8.07,3.64,1.52,300.8,28.4,215.4,34.9,Shallow,32.9,26.2,38.4,246.7,66.2,9.4,133.5,4.04,99.0,Jowar,Yes,15.59
152,KACHCHH,Rapar,23.570746,70.6450466,10,2020,Silty,7.46,3.97,0.78,125.7,35.4,412.4,9.7,Deep,26.5,20.1,32.0,42.2,51.3,28.2,939.3,4.02,58.9,Bajra,Yes,10.62
153,BHAVNAGAR,Jesar,21.3699105,71.6684114,3,2014,Silty,7.29,0.07,0.25,98.3,55.9,333.0,4.8,Shallow,35.2,29.3,39.2,11.0,36.8,39.1,299.1,5.82,18.6,Urad (Black Gram),No,5.475669704394852
154,AMRELI,Lathi,21.724718,71.3899959,9,2023,Black Cotton,7.74,2.48,1.25,199.1,41.0,684.2,5.7,Medium,27.6,21.2,32.2,499.2,81.3,8.4,270.7,3.65,100.0,Cotton,Yes,16.65
155,JUNAGADH,Vanthali,21.4772602,70.3321207,1,2023,Silty,6.06,2.05,1.05,266.5,23.7,126.1,24.1,Medium,22.8,17.4,29.6,17.5,47.1,31.6,1154.4,4.2,38.4,Wheat,Yes,23.79
156,RAJKOT,Jetpur,21.7543725,70.6189391,6,2017,Silty,7.03,2.09,0.12,421.1,18.7,110.5,31.0,Medium,32.9,29.3,39.4,154.8,64.4,29.0,1037.0,3.72,48.9,Moong (Green Gram),No,4.725610500112771
157,MAHESANA,Vadnagar,23.7853622,72.6332132,2,2016,Loam,7.49,2.72,1.23,318.5,47.0,402.0,3.8,Medium,15.3,11.7,20.2,7.4,34.4,32.3,731.9,3.95,55.2,Mustard,No,10.127870379551275
158,BHAVNAGAR,Bhavnagar,21.7718836,72.1416449,8,2016,Loam,7.13,1.87,1.27,54.38237379619533,16.6,427.7,16.0,Deep,27.2,23.1,34.0,484.6,82.1,20.3,405.8,3.34,100.0,Groundnut,Yes,17.04
159,SURENDRANAGAR,Muli,22.6217,71.4527,4,2018,Black Cotton,6.88,1.55,0.35,480.8,13.2,573.7,9.6,Medium,40.4,35.5,44.0,3.9,35.4,35.3,293.4,2.47,16.4,Bajra,Yes,12.19
160,RAJKOT,Jamkandorna,22.033325356894554,70.76527248505214,9,2019,Black Cotton,8.48,1.07,0.13,87.0,52.7,676.0,10.6,Deep,30.0,24.9,33.6,716.4,95.0,80.0,50.0,1.49,100.0,Maize,No,23.33553069519461
161,VALSAD,Vapi,20.3735482,72.9084376,2,2020,Loam,6.02,0.95,0.64,166.9,19.7,469.0,13.7,Medium,25.1,22.1,29.4,14.6,48.5,10.0,465.6,3.19,56.3,Jowar,Yes,11.237212952581007
162,BANASKANTHA,Lakhani,24.2310058240942,72.03957018269928,1,2014,Silty,7.18,3.98,0.28,320.5,9.6,655.5,18.8,Shallow,17.1,14.9,23.3,6.4,43.9,80.0,555.7,4.35,69.7,Potato,Yes,173.88
163,PATAN,Chanasma,23.7150529,72.1150247,8,2023,Black Cotton,7.9,3.52,0.84,330.7,34.4,640.8,22.7,Shallow,29.3,27.3,32.8,477.9,94.1,35.1,337.7,1.96,100.0,Castor,Yes,10.23
164,VALSAD,Pardi,20.5137936,72.9242196,1,2017,Black Cotton,6.7,1.68,1.05,215.5,14.0,529.1,18.8,Medium,13.1,7.4,19.1,3.9,44.3,15.1,864.1,4.64,23.3,Wheat,Yes,26.09
165,BHARUCH,Vagra,21.8447606,72.8448749,8,2023,Loam,6.53,0.65,1.75,55.73076451269024,58.5,233.4,7.4,Medium,26.9,23.0,30.6,379.9,84.0,40.5,500.6,4.06,100.0,Castor,No,8.3043330907103
166,BANASKANTHA,Suigam,24.1515492,71.3593406,5,2017,Sandy Loam,6.82,0.53,1.41,147.0,47.4,337.9,33.7,Shallow,37.8,33.5,40.8,4.4,49.7,38.0,398.5,5.62,54.3,Bajra,Yes,15.56
167,PATAN,Patan,23.8505032,72.1133403,2,2017,Loam,7.46,1.33,0.38,159.8,11.6,562.9,2.4,Shallow,22.7,19.2,28.6,11.0,41.1,29.4,566.0,6.79,56.6,Wheat,Yes,27.2
168,PATAN,Sankheshwar,23.79879317530675,71.89748336549079,9,2019,Black Cotton,7.92,3.23,0.85,120.7,42.9,282.8,7.8,Shallow,27.9,24.8,30.8,468.9,83.8,80.0,277.1,3.82,100.0,Castor,Yes,12.16
169,BANASKANTHA,Deesa,24.2594977,72.1803348,11,2014,Silty,6.71,0.78,0.13,432.7,47.7,205.2,33.0,Deep,22.9,20.0,28.7,14.3,37.1,19.8,548.8,2.41,50.7,Wheat,Yes,27.4
170,PORBANDAR,Ranavav,21.6986198,69.7268474,10,2014,Black Cotton,8.18,2.65,0.99,359.6,19.1,288.1,28.1,Shallow,30.1,25.3,36.3,11.6,43.9,17.7,950.5,6.39,60.8,Bajra,Yes,11.38
171,KACHCHH,Bhuj,23.2472446,69.668339,4,2015,Black Cotton,7.36,2.91,1.0,119.0,33.9,211.7,28.9,Shallow,35.0,29.0,39.9,18.2,45.9,20.0,339.8,5.87,44.4,Bajra,Yes,16.24
172,JUNAGADH,Junagadh,21.5220416,70.4582458,6,2022,Silty,6.82,2.55,1.5,182.0,18.2,404.7,18.1,Deep,27.2,20.8,31.2,753.5,95.0,25.9,365.0,3.2,100.0,Soybean,Yes,13.03
173,MORBI,Halvad,23.0182418,71.1833818,9,2018,Black Cotton,7.28,3.71,0.36,63.72106153116874,24.6,140.0,17.8,Deep,26.8,23.5,31.6,222.1,53.8,16.6,597.4,3.33,100.0,Jowar,Yes,11.35
174,JAMNAGAR,Lalpur,22.1915377,69.963963,2,2020,Loam,7.37,1.37,1.6,234.1,56.2,128.4,35.1,Deep,19.6,15.8,23.5,10.3,31.9,23.9,387.0,4.46,21.4,Wheat,No,20.082107937009756
175,BHAVNAGAR,Gariadhar,21.5385705,71.5792958,7,2017,Silty,7.25,0.63,0.67,253.7,46.0,406.3,13.3,Medium,32.3,27.4,37.1,311.6,74.2,12.2,679.4,4.12,83.3,Urad (Black Gram),Yes,10.22
176,KHEDA,Matar,22.7073839,72.6623162,6,2020,Silty,6.11,1.41,1.21,391.8,14.3,277.3,37.3,Medium,29.3,26.4,34.7,488.9,93.5,8.5,708.2,0.78,100.0,Castor,Yes,12.19
177,MAHESANA,Satlasana,24.0246132,72.7933287,1,2021,Sandy Loam,6.17,2.18,0.45,275.9,19.2,364.0,33.4,Shallow,20.1,16.6,24.7,10.9,32.3,12.6,906.2,3.31,37.4,Wheat,No,20.069970510078072
178,JUNAGADH,Keshod,21.3148629,70.2678937,1,2015,Silty,6.8,2.62,0.49,208.9,58.7,114.7,15.6,Deep,14.7,12.6,21.3,10.3,36.0,23.6,561.7,3.92,17.3,Wheat,Yes,26.88
179,BANASKANTHA,Suigam,24.1515492,71.3593406,11,2014,Sandy Loam,7.42,3.57,1.49,62.91356224596747,35.5,232.1,8.5,Medium,11.8,6.0,16.9,11.3,35.7,13.7,389.5,6.79,66.4,Wheat,Yes,31.61
180,VALSAD,Umbergaon,20.1537655,72.7905804,5,2016,Black Cotton,7.76,2.12,0.33,498.0,58.7,144.3,42.1,Shallow,36.9,29.6,40.5,9.7,45.5,32.3,1081.3,4.02,33.7,Urad (Black Gram),No,6.222285810832632
181,JUNAGADH,Manavadar,21.4979645,70.1406499,3,2015,Loam,6.67,3.94,1.15,314.6,38.7,437.6,11.9,Shallow,37.6,31.3,42.6,10.4,38.5,34.8,711.7,2.64,19.6,Bajra,Yes,13.498127511472468
182,NAVSARI,Jalalpore,20.9484948,72.897892,4,2017,Clay,6.7,3.82,0.85,320.0,42.8,613.4,40.2,Medium,28.9,23.2,32.5,11.3,46.0,26.4,743.3,6.32,58.4,Jowar,Yes,10.44
183,MAHESANA,Kheralu,23.8851474,72.6172316,12,2020,Loam,7.28,2.09,1.17,53.2,21.0,308.7,15.1,Medium,19.2,16.3,23.8,8.2,47.4,21.3,932.4,2.53,57.3,Wheat,Yes,29.47
184,AMRELI,Jafrabad,20.8665451,71.3648229,12,2023,Loam,7.19,0.41,0.65,334.8,44.1,156.6,33.5,Shallow,18.2,11.5,22.1,2.0,40.4,38.5,608.7,3.89,55.3,Wheat,Yes,31.46
185,MORBI,MALIYA,23.0931749,70.7599456,7,2014,Silty,6.49,3.09,0.86,324.4,11.5,135.5,10.7,Deep,25.1,19.5,31.1,529.0,92.8,12.7,612.0,1.62,100.0,Maize,Yes,31.4
186,DANGS,Subir,20.7587262,73.68735329999998,1,2017,Loam,6.05,2.63,0.16,431.3,41.7,594.7,14.8,Shallow,17.3,11.2,22.4,1.1,42.0,80.0,418.0,4.27,42.9,Wheat,Yes,29.69
187,RAJKOT,Gondal,21.9575096,70.8009896,9,2020,Loam,6.44,0.58,1.28,159.0,34.0,391.0,31.9,Deep,29.5,23.2,31.9,174.4,59.5,32.8,834.3,3.27,95.0,Urad (Black Gram),Yes,10.33
188,MAHESANA,Satlasana,24.0246132,72.7933287,8,2021,Loam,7.0,0.97,0.59,121.0,11.5,352.2,36.3,Deep,31.7,26.3,35.4,631.6,95.0,6.0,125.3,0.5,100.0,Castor,Yes,10.24
189,DANGS,Subir,20.7587262,73.68735329999998,10,2023,Loam,6.8,0.82,1.52,463.5,31.4,358.4,3.5,Shallow,28.9,22.2,32.6,61.5,44.4,80.0,1012.6,3.19,64.4,Bajra,Yes,15.01
190,VALSAD,Vapi,20.3735482,72.9084376,2,2019,Clay,6.86,0.17,1.77,324.5,51.3,421.1,18.8,Deep,21.9,18.3,27.4,1.8,31.9,36.3,602.1,6.14,25.0,Wheat,Yes,23.81
191,PATAN,Harij,23.6931596,71.9008666,1,2022,Silty,7.11,0.66,0.68,257.2,53.1,251.7,16.1,Shallow,26.2,21.4,31.8,15.6,45.8,23.7,246.1,6.58,52.8,Bajra,Yes,15.79
192,RAJKOT,Kotda,22.0277283,70.926358,1,2018,Black Cotton,7.93,2.57,0.46,124.3,20.8,396.0,35.2,Deep,15.5,10.4,20.6,2.0,34.3,17.4,551.6,2.7,51.2,Wheat,Yes,26.37
193,TAPI,Dolvan,20.902135,73.3331335,1,2016,Silty,7.15,0.25,0.75,70.5,26.6,508.0,40.3,Deep,22.4,16.1,28.5,14.4,44.9,24.3,1167.8,5.71,38.2,Wheat,Yes,32.3
194,MAHESANA,Unjha,23.7968484,72.3818955,8,2021,Loam,6.75,0.62,1.62,151.3,25.0,169.2,41.4,Medium,33.5,29.4,37.9,482.6,87.5,11.5,738.2,2.61,100.0,Castor,No,9.837881645877454
195,KHEDA,Thasra,22.7977449,73.2207334,8,2022,Silty,7.39,0.99,0.51,104.7,31.5,92.9,11.0,Deep,30.4,27.0,35.1,366.3,79.9,8.4,951.2,3.04,100.0,Castor,Yes,9.97
196,AHMADABAD,Detroj-Rampura,23.3291312,72.1639025,10,2015,Loam,7.45,2.41,1.49,183.9,40.5,90.0,11.4,Shallow,32.7,29.8,35.4,66.5,47.3,19.1,765.8,2.65,62.6,Bajra,Yes,11.39
197,SURENDRANAGAR,Muli,22.6217,71.4527,2,2019,Black Cotton,6.53,3.95,0.79,90.0,21.2,290.0,25.6,Shallow,21.0,18.8,24.4,0.0,38.6,26.0,844.0,5.56,31.4,Wheat,Yes,31.45
198,JUNAGADH,Malia,21.11454,70.3736575,7,2019,Loam,6.42,3.5,0.31,52.40772512863344,40.7,143.6,40.1,Deep,32.5,27.8,36.6,298.0,75.6,26.2,505.4,1.41,97.7,Jowar,Yes,10.56
199,ANAND,Petlad,22.4770467,72.8003365,12,2017,Black Cotton,7.1,3.71,1.08,53.14131359469695,7.1,364.1,17.8,Deep,21.0,13.1,27.9,6.7,46.2,21.8,321.0,6.42,12.1,Wheat,Yes,29.52
200,PANCHMAHALS,KALOL,23.2212398,72.5187447,10,2018,Loam,7.29,2.16,0.12,243.4,54.8,423.1,16.3,Medium,31.8,25.3,38.4,59.2,50.5,25.2,278.8,4.07,27.8,Bajra,Yes,10.43
201,SURAT,Madvi,21.21105087919355,73.02497339854838,2,2022,Silty,6.31,2.48,0.57,150.8,45.8,442.5,41.1,Deep,19.0,14.1,24.5,4.1,46.4,80.0,573.7,2.4,15.2,Potato,Yes,178.55
202,ARAVALLI,Bayad,23.2248593,73.2153042,12,2021,Black Cotton,7.38,2.33,1.53,55.5,19.5,582.7,4.3,Medium,15.5,11.2,20.2,7.3,44.8,22.3,384.2,6.31,7.2,Mustard,Yes,11.23
203,MAHISAGAR,Virpur,23.1890874,73.480854,11,2022,Silty,7.09,1.76,1.66,433.4,23.4,223.6,6.2,Deep,19.2,12.6,24.6,10.2,41.4,29.4,1188.5,3.52,7.7,Wheat,Yes,29.09
204,BHAVNAGAR,Vallabhipur,21.8885909,71.8781618,5,2018,Loam,6.55,2.5,0.2,309.2,54.2,190.9,27.8,Shallow,30.8,23.4,36.1,21.9,43.5,39.2,1090.2,5.37,25.8,Urad (Black Gram),Yes,9.16
205,KHEDA,Matar,22.7073839,72.6623162,5,2019,Loam,7.44,1.15,0.21,212.6,59.8,217.9,37.0,Shallow,34.5,29.5,37.4,13.4,34.2,32.4,450.8,5.15,67.0,Bajra,Yes,14.67
206,SURENDRANAGAR,Muli,22.6217,71.4527,3,2021,Black Cotton,7.55,3.73,1.23,155.2,43.5,638.0,26.7,Deep,39.1,32.2,44.7,19.1,33.3,13.2,605.7,5.35,59.5,Bajra,Yes,12.78
207,TAPI,Uchchhal,21.2952173,73.820417,6,2015,Black Cotton,8.23,1.39,1.53,387.4,20.9,182.0,25.8,Medium,28.6,23.7,34.0,380.5,85.8,21.1,239.7,0.5,82.7,Cotton,No,11.24827130346316
208,VADODARA,Karajan,22.30309615105263,73.2793426991228,1,2021,Loam,6.59,1.38,1.33,220.6,16.6,475.0,24.5,Deep,20.3,13.9,22.7,23.4,42.1,80.0,1100.1,4.97,25.5,Jowar,Yes,15.11
209,DAHOD,Limkheda,22.834878,73.9846526,3,2023,Black Cotton,7.15,3.28,0.29,309.6,38.9,91.0,10.7,Medium,42.3,36.8,49.2,21.2,34.9,35.1,992.9,5.71,47.8,Bajra,Yes,13.94
210,BHARUCH,Jambusar,22.0514367,72.8069758,4,2021,Black Cotton,7.15,0.44,1.54,317.8,47.8,60.2,22.9,Shallow,40.7,34.5,44.1,0.2,45.9,22.2,370.4,2.72,22.7,Bajra,No,13.719038322662577
211,BHARUCH,Anklesvar,21.76338667452416,73.00471180351391,2,2023,Black Cotton,8.14,1.24,0.81,292.1,15.6,691.3,44.0,Deep,23.5,17.5,29.4,9.2,36.4,80.0,1002.2,5.38,69.8,Wheat,Yes,23.15
212,RAJKOT,Paddhari,22.4297959,70.6057564,5,2020,Silty,7.47,3.57,0.87,79.1,7.9,399.3,8.8,Shallow,29.0,25.0,34.0,16.1,35.6,28.8,551.4,5.81,29.4,Bajra,No,10.387741748490336
213,JUNAGADH,Vanthali,21.4772602,70.3321207,1,2021,Silty,6.28,3.72,0.87,212.0,12.5,517.9,29.2,Medium,15.1,8.0,17.8,4.2,39.6,11.1,574.3,6.41,45.1,Wheat,Yes,26.83
214,KHEDA,Galteshwar,22.8686619,73.3084119,7,2015,Black Cotton,7.07,3.98,1.11,423.4,20.4,524.5,33.7,Shallow,27.2,19.7,33.9,185.1,66.5,20.3,199.5,6.03,89.7,Jowar,Yes,11.635629022981549
215,PORBANDAR,Porbandar,21.6409,69.611,4,2021,Loam,7.29,0.1,1.34,476.5,12.3,242.3,29.8,Shallow,37.5,32.0,42.4,0.4,49.6,21.3,381.5,5.52,17.1,Bajra,Yes,14.65
216,JUNAGADH,Mangrol,21.1241507,70.1199203,9,2019,Loam,6.45,3.02,1.29,317.9,36.6,184.6,31.4,Deep,29.6,22.3,35.0,504.1,82.6,17.8,586.1,1.31,100.0,Castor,Yes,9.34
217,JAMNAGAR,Jamjodhpur,21.9329709,70.0297614,11,2015,Silty,7.35,3.02,1.58,360.3,46.4,544.6,15.8,Medium,18.3,13.3,22.6,8.1,47.4,21.5,751.3,6.09,65.1,Wheat,Yes,23.55
218,AMRELI,Amreli,21.6009239,71.2168014,8,2017,Loam,6.48,3.6,0.59,479.6,11.0,229.4,32.0,Medium,28.1,22.0,32.2,229.0,71.5,21.8,534.6,4.54,52.2,Urad (Black Gram),Yes,9.37
219,AMRELI,Savar,21.3447388,71.3138041,6,2023,Black Cotton,7.57,1.34,1.11,357.5,51.3,339.4,15.1,Shallow,28.3,24.6,32.2,662.9,95.0,10.5,188.7,3.47,100.0,Soybean,Yes,15.85
220,PATAN,Santalpur,23.7598357,71.1822023,3,2016,Loam,6.24,3.98,1.08,237.2,25.3,183.4,32.4,Deep,32.7,28.9,35.5,8.2,49.2,19.4,720.4,2.69,36.4,Urad (Black Gram),Yes,6.53
221,MORBI,MALIYA,23.0931749,70.7599456,5,2021,Black Cotton,7.63,3.21,1.34,463.5,23.6,123.0,22.6,Shallow,36.0,31.3,42.2,3.6,32.2,7.1,857.5,4.9,20.2,Bajra,Yes,11.66
222,KACHCHH,Anjar,23.1194278,70.0363797,9,2015,Silty,6.12,1.31,1.13,473.4,55.0,284.7,8.4,Medium,28.4,21.2,35.3,297.3,61.5,30.5,523.4,5.47,100.0,Rice,No,20.51658235086709
223,TAPI,Nizar,21.476998,74.1958106,10,2023,Clay,7.03,1.25,1.78,276.9,23.4,656.5,27.4,Medium,27.5,21.2,32.3,15.6,46.7,10.6,418.9,3.83,44.1,Jowar,Yes,13.48
224,BHAVNAGAR,Mahuva,21.0914409,71.7621979,1,2014,Loam,6.34,3.83,1.52,252.1,41.0,630.2,19.9,Medium,20.2,12.4,24.7,12.8,43.3,18.0,700.1,4.12,24.3,Wheat,Yes,21.08
225,SURENDRANAGAR,Dhrangadhra,22.9914292,71.4663753,3,2018,Black Cotton,7.32,1.31,1.59,93.7,14.0,227.2,20.0,Medium,33.3,27.5,36.3,1.4,45.4,26.3,408.1,3.6,25.8,Bajra,No,13.47638810619594
226,SABARKANTHA,Prantij,23.4372086,72.8518061,3,2019,Loam,6.71,1.16,1.42,223.6,55.6,156.0,11.4,Deep,30.3,25.1,36.5,6.6,41.3,24.9,965.2,2.54,36.3,Bajra,Yes,13.612907506262191
